"Nomor","Judul","Review","Rating","Link"
"1","Harry Potter and the Philosopher’s Stone","Quite interesting. Buku fantasi pertama yang saya gak bisa berhenti baca. Core idea-nya sih gak ori-ori amat. Cuma Jk Rowling justru bener-bener jenius karena bisa meramu semua mitos sihir di dunia jadi satu. Seolah-olah sihir itu memang ada. Sorcerer's Stone sendiri adalah batu bertuah yang diincer Voldemort karena konon pemiliknya bakalan hidup abadi.","3","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=1"
"2","Harry Potter and the Philosopher’s Stone","Begadang semaleman... Sensasinya masih sama. Masih takjub. Ditambah lagi ilustrasinya keren banget... :)) Catatan: beli versi bahasa Indonesia-nya karena lebih murah","5","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=2"
"3","Harry Potter and the Philosopher’s Stone","Meskipun udh nonton filmnya duluan tetep aja amazed sama bukunya dan makin suka filmnya karena nyaris mirip bgttttt!!!😆","5","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=3"
"4","Harry Potter and the Philosopher’s Stone","Membaca kembali Harry Potter dan Batu Bertuah karena rindu dengan perasaan 'menyenangkan sekali membaca ini' saat masih duduk di Sekolah Dasar. Meskipun sudah belasan tahun berlalu, tapi yang mengejutkan (atau justru tidak mengejutkan ya), rasanya tidak jauh berbeda. Ada beberapa buku yang dulu seru sekali dibaca, tapi ketika dibaca ulang ternyata kesannya berbeda, malah membuat saya bertanya-tanya: kok bisa sih dulu suka banget sama buku ini? JK Rowling (Harry Potter) memang timeless. Saya masih sama menikmatinya seperti dulu. Bedanya sekarang gampang sekali mencerna isi buku, berbeda dengan dulu yang dengan lugunya membaca 'Hermione' sebagaimana yang tertulis, serta kesulitan ketika menemui beberapa kosa kata yang sama sekali baru bagi anak kelas 4 SD. Tidak salah menjadikan buku ini sebagai salah satu koleksi berharga saya, yang semoga bisa tersampaikan hingga ke anak cucu.","4","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=4"
"5","Harry Potter and the Philosopher’s Stone","It is sooo magical!!! Aku suka banget pas Harry ke Diagon Alley, terus nyasar di Hogwarts, dan pertandingan Quidditch. Baca ini cocok banget buat mendamaikan hati yang lelah, juga badan yang sakit setelah digempur skripsi dan sidang hahaha beneran berasa liburan~","5","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=5"
"6","Harry Potter and the Philosopher’s Stone","Aku nggak ngerti kenapa orang tergila-gila sama buku ini.","2","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=6"
"7","Harry Potter and the Philosopher’s Stone","gausaa ditanya lagi emang ini series Harry Potter pasti seru banget, apalagi kalau kalian suka sama buku-buku yang genre nya fantasi, novel nya menurut gesa jauh lebih seru dari pada filmnya! Jadi buat yang belum baca harry potter wajibb siii","5","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=7"
"8","Harry Potter and the Philosopher’s Stone","dari seri pertama harry potter aku udah mengira kalo' nih buku bakalan laris manis.. sayangnya di mulai dari seri pertama sampe' ke buku yang ke-3 aku masih bingung ttg hbungan harry potter sm slytherin.. mungkin sengaja dibikin gitu kale ya .. sm tante Rowling :P","2","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=8"
"9","Harry Potter and the Philosopher’s Stone","Waktu pertama baca buku ini, gue ngga pernah nyangka kalo gue akan dengan rajinnya nungguin kapan buku berikutnya akan terbit. Dan makin lama, tiap judul buku dengan ketebalan berbeda bisa gue selesaikan dalam waktu yang sangat singkat. Karena gue ngga sabar baca akhir ceritanya *hahaha*","3","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=9"
"10","Harry Potter and the Philosopher’s Stone","Kesekian kalinya ulang baca kisah Harry Potter. Terakhir kali baca ulang, pas edisi ilustrasi terjemahan... terus sekarang ada kover baru harus banget baca juga. Sayangnya beberapa penulisan masih belum diperbaiki. Tapi nggak ngurangin keasyikan ngikutin kisah Harry dkk. ;)","4","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=10"
"11","Harry Potter and the Philosopher’s Stone","oke . cukup untuk mengikuti filmnya, dan sesekali meminjam untuk seri2 berikutnya. Semua saudara lengkap , mau berbagai versi, dan aku mau hemat untuk bisa koleksi buku yang lain. salute for madame JK.Rowling","2","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=11"
"12","Harry Potter and the Philosopher’s Stone","untuk pertama kalinya buku ini membuka pandangan saya tentang bagusnya dunia sihir...... bagus....","2","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=12"
"13","Harry Potter and the Philosopher’s Stone","5/5 sih buat buku ini. Dulu maju mundur buat baca bukunya karna tebel, skrg bukunya malah ditangan terus, bahkan kubawa ke toilet. Buku yg wajib banget dibaca bagi penyuka fantasi","5","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=13"
"14","Harry Potter and the Philosopher’s Stone","4/5 stars Feeling nostalgic 😁 Sebenarnya baca ini udah ke-3 kalinya. Pertama pas kelas 5 SD, baca terjemahannya. Ke-2 pas SMP, kelas 1 atau 2 gitu, baca English version, dikasih sama saudara. Tp yaa masih suka buka2 kamus. Dan stlh sekian tahun berlalu, baru baca ulang dan jadi bandingin sama filmnya. Dua2nya suka. Tp emang lebih berasa pas baca sih. Kerasa banget world building-nya. Bener2 dijelasin magic world sendiri, yang gak tersampaikan di filmnya. Aaaaa pokoknya sukaaaaa 😆😆","4","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=14"
"15","Harry Potter and the Philosopher’s Stone","Curang dikit. Baca satu bab, merasa masih mengingat pengalaman baca dulu, lalu lompat ke bab akhir. Lanjut menyelesaikan yang lain.","2","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=15"
"16","Harry Potter and the Philosopher’s Stone","Buku yang laris manis, cuma ...ane kagak seneng membacanya...gak ada manfaatnya buat hidup ku...so gak dilanjutkan membacanya!!","1","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=16"
"17","Harry Potter and the Philosopher’s Stone","lumayan u/ mengisi waktu luang:D","2","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=17"
"18","Harry Potter and the Philosopher’s Stone","gak ingat lagiii.. tapiii.asyik. kayaknya merasa jadi hari poteret,hehehe","2","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=18"
"19","Harry Potter and the Philosopher’s Stone","Ternyata lebih membaca novel seri Harry Potter lebih terkesan detailnya dan semuanya jadi masuk akal. karena pada walanya saya hanya menonton film nya saja, ada beberapa scene yang terasa janggal. dan dengan membaca novel ini saya bisa benar-benar mengabungkan imajinasi bacaan dengan filmnya.","4","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=19"
"20","Harry Potter and the Philosopher’s Stone","Kata tmen**q....Harry Potter tuch keren! Q jadi pingin baca, dech! Jadi pnasaran, gmnah sech critana? Ada yang bisa crita'in, ga? Tyuz, q gabung di sini...coz, dsini q bisa bagi pendapat ma banyak orang (btul, ga?). Q gabung dsini coz, q biasana dpat tugas Referensi Buku! Jadi, q bisa liat ringkasanna disini! Jadina, lebih gampang! Ternata ada gunanya q gabung disini! Mkasiy yah...","2","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=20"
"21","Harry Potter and the Philosopher’s Stone","Pertama kali ngeliat buku ini, sempet heran... apa iya buku setebel ini untuk bacaan anak kecil? Tapi adikku dengan 'lahap'-nya ngabisin buku ini (dia waktu itu tergolong anak kecil). Karena penasaran, jadi deh ngebaca dan ternyata... buku ini emang ga bisa dilepas dari tangan! Buku fiksi yang terasa nyata dan ceritanya ngalir banget.. ga ada kesan maksanya sedikit pun!","4","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=21"
"22","Harry Potter and the Philosopher’s Stone","Buku ini sangat cocok u belajar bhs inggris","2","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=22"
"23","Harry Potter and the Philosopher’s Stone","sebagai buku fiktif pertama yang ceritanya bukan hanya untuk anak-anak, tapi buat semua kalangan usia, ini buku menarik, beda, dan bikin penasaran. Buat J.K. Rowling, salut dengan ide dan imajinasi yang tinggi, yang selalu baru dan beda.","4","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=23"
"24","Harry Potter and the Philosopher’s Stone","tiap org ngakuin la ya,,kalo harry potter--mo seri berapapun--emang keren dan bener2 bikin kita nagih buat baca kelanjutannya.bwt seri satu ni,seru aja bayangin suasana Hogwarts, hogwarts express, dan juga hantu2 yg ada di dalemnya!takjub!!","3","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=24"
"25","Harry Potter and the Philosopher’s Stone","Banyak orang menyukai cerita khayalan semacam ini. Saya pribadi kurang suka dengan certi yang sangat tidak realistis semacam ini. Setelah memberanikan diri membacanya, benar saja saya merasa bosan. Ini bukan selera saya. Selain nama besar penulisnya yang melegenda di dunia kepenulisan internasional, rasanya tak ada lagi nilai tambah yang saya temukan dari buku ini.","3","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=25"
"26","Harry Potter and the Philosopher’s Stone","Buku pembuka yang lumayan dari Harry Potter. Sayang Final Boss nya cupu. Ceritanya cukup menyenangkan, bagian pembukanya bagus. Dijelaskan secara rinci tentang keluarga Dursley dan keseharian Harry sebelum tau dia penyihir.","3","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=26"
"27","Harry Potter and the Philosopher’s Stone","wah emang J.K. Rowling emang the best banget jadi penulis! dia bisa bikin dunia penyihir yg dikenal sebagai dunia hitam jadi dunia yg lebih menyenangkan. mungkin krn ini buku pertama, ini adalah buku harry potter terlama yg gw baca. emang,agak bertele2 krn disini Rowling ngejelasin semua yg ada di Hogwarts dan karakter dgn baik. cumaa yah setelah ditelaah buku ini BAGUS!!!","3","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=27"
"28","Harry Potter and the Philosopher’s Stone","uda lupa kpan bacanya..tp aku lgsg jatuh hati..hbs cuma dlm bbrp jam..saking ga ikhlas motong..tooopppppp..simpel namun b'warna..buku yang merangsang kemampuan anak untuk b'imajinasi..","3","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=28"
"29","Harry Potter and the Philosopher’s Stone","Setelah nonton filmnya, aku memutuskan meminjam buku di perpustakaanku. Aku fikir bakal menyenangkan seperti film. Ternyata cukup membosankan. Aku bahkan ngga bisa ngasih imajinasi (padahal udah ada referensi dari movie) bentuk makhluk atau gimana proses rekuitmen hogwarts. Why????? Tapi kasusnya malah beda sama fantastic beast. Buku tipisnya FB langsung buat imajinasi hewannya cepat sekali nancep. Ini bukan salah bukunya. Lebih tepatnya, aku yang ngga ada rasa sama series HP. Yaudahlah ya, cukup movienya aja aku puas 😥","2","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=29"
"30","Harry Potter and the Philosopher’s Stone","Novel karya J.K Rowling selalu berhasil membuatku terkagum-kagum. Membaca seri pertama Harry Potter adalah awal kenapa aku suka sangat dengan tokoh fiksi ini. Mulai dari latar, alur, plot, klimaks dan karakter tergambar dengan sangat detail. Pembaca bisa merasakan seolah-olah berada di dalam dunia sihir. Penggambaran sekolah sihir Hogwarts adalah point lebih dari novel ini. Walaupun novel ini tebalnya hampir 300+ halaman, tapi tidak lantas membuat saya bosan untuk membacanya. Ada banyak kejutan yang bisa pembaca dapatkan ketika membaca novel ini. Dan seri Harry Potter adalah Pure fantasi pertama yang aku suka","5","https://www.goodreads.com/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=15"
"31","Harry Potter and the Chamber of Secrets","Buku kedua Harry Potter ini bagi saya kurang greget ya. Apa krn sblmnya saya baca buku bagus banget ya? Harry Potter pulang utk liburan tapi dia dicegat Dobby saat pengen balik ke Hogswarth. Dan memang penuh keanehan dan keajaiban sejak Harry dan Ron balik ke sekolah, dari mencuri mobil dan menabrak pohon Dedalu Perkasa hingga kecelakaan yg menimpa Harry. Dobby membocorkan keterlibatan dirinya dlm memboikot Harry. Harry, Ron dan Hermione kelimpungan juga krn keanehan² di sekolah, terkuak rahasia ada Kamar Rahasia yg sudah dibuka pdhl selama ini tertutup. Ada guru baru yg narsis, hantu anak perempuan di kamar mandi, buku harian Riddle yg bisa berbicara hingga diskorsnya Dumbledore. Terlalu banyak elemen ini malah bikin puyeng krn kurang fokus bagi saya. Jadi, welcome to Lord Voldemort yg namanya gak boleh disebutkan, nemesis Harry Potter, yg ironisnya krn dialah Harry jd ngetop. Oya bbrp keahlian Harry mulai terungkap misterinya spt knp Harry bisa bicara dgn ular. Pendatang baru yg bikin saya geregetan adalah Dobby, peri malang yg jadi budak. Lucu tapi ngeselin. OK 👌 lanjut buku ke-3, makin tebel aja bukunya. ","3","https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=5"
"32","Harry Potter and the Chamber of Secrets","Sepertinya ini pertama kalinya aku baca Harry Potter and the Chamber of Secret versi Bahasa Inggris. Dulu pertama kali baca, baca yang versi terjemahan Bahasa Indonesia. Sekarang baca versi Bahasa Inggris sekaligus dua buku; yang versi ilustrasi kubaca saat jam istirahat di kantor, dan versi non-ilustrasi kubaca di rumah. Yang versi non-ilustrasi aku kasih bookflag warna-warni buat nandain bagian-bagian yang menarik. Sekali lagi, aku fokus di tokoh-tokoh selain Harry - Ron - Hermione. Aku berusaha melihat dari perspektif Gilderoy Lockhart, Argus Filch, dan Tom Riddle - tokoh-tokoh yang dulu membuatku kesal setengah mateng. Dan tentu saja aku juga fokus ke kepala asramaku, Prof. Snape. (Nah, untung kan dia ngajarin mantra Expelliarmus.) Kalau secara alur cerita dan konflik, buku kedua ini lebih menarik daripada buku pertama. Makin banyak masalah dan teka-teki yang harus dipecahkan Harry. Tentunya makin banyak detail dan petunjuk juga yang nanti akan berperan di buku-buku selanjutnya.","4","https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=6"
"33","Harry Potter and the Chamber of Secrets","Agak bingung ngasih rating karena emang sesuka itu sama seri ini. Dan di baca ulang kali ini aku menemukan beberapa scene dan detail yang sudah lama terlupakan, misalnya: Ron yang memohon ke Prof McGonagall untuk lihat adiknya diseleksi. Percy yang ngasih saran ke Harry mengenai jurusan yang sebaiknya diambil, dan masih banyak lagi. Aaah~ menyenangkan. Pokoknya tiap akhir tahun aku bakal baca ulang tiap bukunya.","5","https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=7"
"34","Harry Potter and the Chamber of Secrets","GILAAAAAAAAAAAA ini buku bikin gregetan banget. berkali-kali pas lagi adegan seru dan bikin penasaran, eh harus kepotong sebentar karena harus begini lah atau tiba2 ada panggilan kantor dll, dsb, dst. tapi yang hebat dari buku ini, pas gue pegang lagi bukunya, feel-nya langsung dapet lagi padahal belum mulai baca wq. penasaran banget endingnya gimana :3","4","https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=8"
"35","Harry Potter and the Chamber of Secrets","Tetap seru seperti versi filmnya. Hanya saja di film permainan tempo terasa cepat dan obrolan yang tidak penting di cut sedemikian rupa jadi terasa tidak membosankan. Review lengkap segera setelah buku ketiga kutuntaskan ;)","5","https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=9"
"36","Harry Potter and the Chamber of Secrets","Tersihir oleh keajaiban dunia sihir dari sudut pandang Harry Potter pada buku pertama, Harry Potter dan Batu Bertuah, aku mulai melanjutkan ke buku kedua, Harry Potter dan Kamar Rahasia dengan harapan yang cukup tinggi. Harapan itu sendiri yang membawa aku kecewa karena isi buku ini tidak seperti yang aku inginkan. Ceritanya masih menakjubkan, membuat aku ingin baca terus, hanya saja seri ini terasa begitu banyak teror dan kejadian-kejadian yang tidak mengulang keasyikan di seri pertama. Hal itu memang bagus tapi tetap saja tidak cocok dengan selera aku :O","2","https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=10"
"37","Harry Potter and the Chamber of Secrets","Enaknya baca buku tuh jadi lebih tau detail kejadian sama percakapannya. Adaptasi Filmnya juga ga jauh beda dari bukunya.","5","https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=11"
"38","Harry Potter and the Chamber of Secrets","Awal yang sangat membosankan! Hufttt nggak kayak buku pertama yang udah catch my attention saat baca bab awal, buku ini serunya pas dipertengahan sampe akhir, pas diawal bikin pengen stop baca. Siapa yang jadi suspect udah ketebak karena sama polanya dengan buku pertama walaupun ini bukan yang paling jahat.","4","https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=12"
"39","Harry Potter and the Chamber of Secrets","Membaca Harry Potter ternyata menyenangkan. Terima kasih karantina.","3","https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=13"
"40","Harry Potter and the Chamber of Secrets","3/5. Dulu, saya suka banget sama kamar rahasia ini. Saya sering nonton ulang filmnya saking sukanya, juga ngebelain pinjem bukunya di perpus smp lain--sebodo sama peraturannya, yang penting bisa baca (emang ngehek sekali perpus saya waktu itu, adanya cuma buku pelajaran). Saya baca nggak ada sehari saking excited-nya, habis itu ngobrolin harry potter #2 ini ke teman sebangku--yang kebetulan juga paling suka sama yang kedua--dari awal sampe akhir; waktu pelajaran pun kita bisik-bisik ngomongin itu :'). Tapi..., pas reread ini, saya kehilangan gregetnya. Masih seru, tapi entah bagaimana, di beberapa bagian tampak boring. Apa karena saya sering nonton versi filmnya dan ngebandingin dg bukunya pas reread ini? Hmmm. :|","3","https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=14"
"41","Harry Potter and the Chamber of Secrets","Geli baca buku ini karena banyak membahas soal ularr. Mulai dari kemampuan Harry ngomong sama hewan melata itu (parseltongue), sampe ngebahas orang-orang Slytherin (asrama berlambang uler keket) yg ternyata kumpulan para penghianat dan rasis (pemuja darah murni penyihir, they hate blasteran). Kenapa judulnya Chamber of Secret? Karena di Hogwarts ada kamar rahasia yang isinya rahasyiaaaa ha ha ha. Pokoknya buku ini agak-agak fokus juga ke Ginny Weasley sebagai org yang menemukan buku harian si u-know-who.","3","https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=15"
"42","Harry Potter and the Chamber of Secrets","enak membacanya.. ingin sekali membuat cerita semengalir penuturan JK Rowling.. Pasti butuh jam terbang yang sangat tinggi ya. Saya harus menulis dengan giat nih Saya sekarang sedang berusaha membaca seluruh buku Harry Potter. Volum 1 sudah saya baca 3 tahun yang lalu. Semoga tahun ini volum 2 - 7 terbaca semua dengan menyenangkan ^^9","3","https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=16"
"43","Harry Potter and the Chamber of Secrets","Menarik sekali membaca versi bukunya, bahkan saya rasa susah untuk berhenti sebelum selesai. Tidak ada bagian yang ""nggak nyambung"" di tulisan J.K Rowling, meski fiksi...bisa banget masuk logika. Versi terjemahan yang saya baca ini juga enak diikuti, nggak janggal. Yang penting dari seri ke 2 Harpot ini adalah kita jadi tahu sejarah Hogwarts, bagaimana dan siapa yang mendirikan. Juga mengenai siapa Voldemort.","4","https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=17"
"44","Harry Potter and the Chamber of Secrets","Nah, ini buku kedua dari HP. Di edisi kali ini kita punya misi untuk menyelamatkan seseorang yang ditawan oleh You-Know-Who. Yups, si You-Know-Who ini pake cara lain buat ngundang Harry untuk masuk perangkapnya kali ini. Buat saya yang paling menarik dari novel ini saat Harry duel dengan kelas Slytherin dan ternyata Harry, parselmouth. Basilisk salah satu binatang peliharaan You-Know-Who juga cukup jadi daya tarik.","2","https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=18"
"45","Harry Potter and the Chamber of Secrets","da tokoh baru dikenalkan di sini, adik ron, ginny, yg akhir na menjadi pemegang buku harian yg dipermasalahkan, yang menyimpan sedikit jiwa Lord Voldemort yang akhir na terbangkitkan dari tenaga curhatan ginny. untung aja tetep akhir na Lord Voldemort untuk semenrata dapat kembali dikalahkan.","2","https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=19"
"46","Harry Potter and the Chamber of Secrets","Tetap 5⭐ ya dariku🤩, versi film buku kedua ini aku paling suka karena ringan, mereka lucu banget, dan banyak humornya, juga lebih meng-explore Hogwarts. Di baca ulang ini aku jadi lebih terbuka akan keindahan dunia mereka, mungkin dulu pas SMP bacanya terfokus sama 3 tokoh utama aja kali ya, sekarang jadi bisa melihat secara keseluruhan, aku jadi makin suka sama keluarga weasly, family goals bgt, tapi paling suka sama Ron, dan Ginny yg gemes bgt, waktu dia senyum² salting ke Harry🥺😍 (FYI, aku shipper Harry-Ginny dan Ron-Hermione), Semua karakter dibuku ini tuh keren² banget, kok bisa ya penulis bikin karakter se-detail itu (dobby, lockhart, riddle, dan para professor lain). Intinya banyak yang menakjubkan di buku ini, dan worth to read banget, nyesel sih kalau penyuka buku fantasi tapi ga baca ini buku...","5","https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=20"
"47","Harry Potter and the Chamber of Secrets","buku ini menurut gw sangat suram, entah kenapa. oh, dan gak sekocak yang pertama, meski petualangannya juga seru. JK Rowling pinter banget bikin kejutan!! gak heran dia sekarang jadi orang terkaya di Inggris, bahkan ngelebihin Ratu Elizabeth sendiri!! waow... the magic works amazingly, eh?","3","https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=21"
"48","Harry Potter and the Chamber of Secrets","Ceritanya sih biasa aja. tapi setelah baca buku ke-7, ga nyangka aja kalo Ginny akhirnya menikah sama Harry. Di buku ini diceritain kalo Ginnynya tuh suka salting gitu kan pas pertama ketemu sama Harry..","3","https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=22"
"49","Harry Potter and the Chamber of Secrets","Menyelesaikan buku ini sedikit lebih lambat daripada yang pertama. Suka sama Dobby dan sedikit berharap porsi Dobby lebih banyak di dalam cerita. Tapi kenapa ya, buku yang ini tuh kurang greget daripada yang pertama? Hmm...","3","https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=23"
"50","Harry Potter and the Chamber of Secrets","entah knp, kok gw ngerasa buku ke2 ini ga sebagus buku pertama ya??","3","https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?from_search=true&from_srp=true&qid=H9Ns0Uz8Bb&rank=24"
